0.0316848754883,13
0.047632932663,14
0.0637068748474,15
0.0795979499817,15
0.111758947372,15
0.143733024597,15
0.175687074661,14
0.191699028015,14
0.207720041275,14
0.223588943481,14
0.255820035934,15
0.303740978241,16
0.33586192131,16
0.35173201561,16
0.367738962173,15
0.399724006653,15
0.447849988937,14
0.527719020844,16
0.559690952301,16
0.575762033463,17
0.591875076294,17
0.623888015747,17
0.639744997025,17
0.65584897995,17
0.671704053879,17
0.703783988953,16
0.719923973083,16
0.73565196991,16
0.751621961594,16
0.815855979919,16
0.879935979843,17
0.895837068558,17
0.927825927734,16
0.943834066391,16
0.959775924683,16
0.975907087326,16
1.0079600811,15
1.02390289307,15
1.03987407684,15
1.05578303337,15
1.08792185783,15
1.10387992859,15
1.11974096298,15
1.16782999039,16
1.18373703957,17
1.19971990585,17
1.23181295395,17
1.24797105789,16
1.26378488541,16
1.27969908714,15
1.3118929863,14
1.34399485588,14
1.37610602379,14
1.39209508896,14
1.40811705589,14
1.42390394211,14
1.45603299141,14
1.4720158577,15
1.48795485497,15
1.50397706032,16
1.53600502014,16
1.552079916,16
1.56821894646,16
