0.0318560600281,8
0.0478601455688,8
0.0639531612396,7
0.0798461437225,6
0.111752986908,5
0.17590713501,2
0.191961050034,2
0.207977056503,2
0.223904132843,2
0.25585603714,2
0.271836042404,2
0.287769079208,2
0.303758144379,3
0.335702180862,4
0.351684093475,5
0.367888212204,6
0.399984121323,5
0.416097164154,4
0.431990146637,2
0.447918176651,4
0.480041027069,7
0.496053218842,10
0.511961221695,11
0.52800822258,11
0.560080051422,9
0.576030015945,7
0.592094182968,3
0.624148130417,2
0.640154123306,0
0.656140089035,2
0.720107078552,1
0.73589515686,0
0.751919031143,0
0.783997058868,0
0.800015211105,1
0.816076993942,2
0.832023143768,3
0.863975048065,3
0.879948139191,2
0.896048069,2
0.928055047989,3
0.944025039673,4
0.959912061691,3
0.976049184799,2
1.00818419456,1
1.02408218384,2
1.04019498825,3
1.05601906776,3
1.08810019493,2
1.10401415825,2
1.12007403374,1
1.15211200714,2
1.20018219948,2
1.2322511673,1
1.24816417694,2
1.31214118004,5
1.32813811302,5
1.34409618378,4
1.39217114449,1
1.59524416924,1
1.62719416618,5
1.64330720901,6
1.65929102898,7
1.69123315811,8
1.70731806755,6
1.72326612473,4
1.77123904228,5
1.78733611107,6
1.8032720089,6
1.83522820473,5
1.85120606422,4
1.88333010674,2
1.91536307335,1
1.94732809067,7
1.96328520775,13
1.99537706375,19
2.01134419441,24
2.02716517448,25
2.04324817657,22
2.07523798943,15
2.09143018723,8
2.10724115372,3
2.13933515549,8
2.15531611443,12
2.17133903503,14
2.18728017807,17
2.21938300133,18
2.23544621468,15
2.25139212608,10
2.26736402512,9
2.29942798615,10
2.31539511681,10
2.33137917519,10
2.36332607269,15
2.44348120689,8
2.45941519737,7
2.47528719902,7
2.49142122269,10
2.52341604233,14
2.56139612198,23
2.59342598915,28
2.60941720009,34
2.62548899651,40
2.67340517044,47
2.70529603958,40
2.73735308647,36
2.75351309776,35
2.76945900917,36
2.78542804718,40
2.81753802299,44
2.83348417282,48
2.86548018456,53
2.89740920067,56
2.91349005699,59
2.92946910858,61
2.96152210236,61
2.97750616074,59
2.99343705177,54
3.0094640255,50
3.04145121574,47
3.05747318268,46
3.0734000206,48
3.08938121796,49
3.12146806717,48
3.15356707573,37
3.18559408188,31
3.20148420334,26
3.21757316589,24
3.23347401619,22
3.26564216614,20
3.28148317337,15
3.29755616188,9
3.34565901756,1
3.36156702042,7
3.3774971962,14
3.40964698792,21
3.42559909821,35
3.44160509109,47
3.45761799812,56
3.48970413208,58
3.50562214851,55
3.52170205116,48
3.53761911392,40
3.56956911087,33
3.58554911613,27
3.60152006149,21
3.6177110672,16
3.64973306656,11
3.66565704346,6
3.72965121269,7
3.74548602104,14
3.7615070343,22
3.79360103607,29
3.8096780777,33
3.82565402985,33
3.84154105186,33
3.87362718582,32
3.88971614838,33
3.90564799309,34
3.93770909309,34
3.95383906364,33
3.96979117393,31
3.9859380722,29
4.01780319214,28
4.03391098976,29
4.04972219467,29
4.06566810608,29
4.09762001038,27
4.113697052,23
4.12963700294,19
4.16154813766,17
4.17773199081,17
4.19371914864,18
4.20978403091,20
4.24189305305,21
4.25772500038,21
4.27373313904,18
4.28979706764,16
4.32182621956,15
4.3378610611,14
4.35379600525,15
4.40171718597,13
4.41782903671,10
4.43386912346,7
4.57799601555,1
4.59395599365,3
4.6259701252,4
4.65796899796,6
4.68999218941,8
4.7059841156,11
4.72198104858,12
4.73798298836,13
4.76989722252,16
4.78597903252,18
4.80189919472,18
4.81794309616,15
4.84988713264,12
4.86578416824,7
4.88186120987,6
4.91385412216,5
5.00992798805,5
5.02590417862,6
5.04194307327,7
5.07390999794,8
5.08995509148,10
5.10595417023,13
5.13786005974,16
5.15400099754,19
5.16982221603,21
